response_row_id,test_id,total_questions,answers_json,is_complete,time_per_question_s,total_time_s,shuffled_question_order
2547,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""1"":[""D""],""2"":[""D""],""4"":[""C""],""5"":[""C""],""7"":[""B""],""9"":[""D""],""10"":[""D""],""11"":[""D""],""13"":[""B""],""15"":[""C""],""16"":[""B""],""17"":[""A""],""18"":[""B""],""19"":[""A""],""20"":[""D""],""21"":[""D""],""22"":[""C""],""23"":[""C""],""24"":[""B""],""25"":[""C""],""28"":[""C""],""30"":[""A""],""31"":[""D""]}",No,"{""1"":69.607,""2"":128.484,""4"":152.298,""5"":80.571,""7"":102.851,""9"":92.369,""10"":135.51,""11"":276.567,""13"":120.116,""15"":90.049,""16"":43.044,""17"":90.203,""18"":132.169,""19"":108.881,""20"":98.917,""21"":122.693,""22"":72.268,""23"":160.283,""24"":203.692,""25"":96.33,""28"":135.333,""30"":169.686,""31"":99.151}",2781.072,"[11,23,4,24,9,25,7,13,28,1,21,31,10,5,30,18,2,16,20,15,17,22,19,26,12,27,8,29,6,3,14]"
2548,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""1"":[""D""],""2"":[""D""],""4"":[""C""],""5"":[""C""],""7"":[""B""],""9"":[""D""],""10"":[""D""],""11"":[""D""],""13"":[""B""],""15"":[""C""],""16"":[""B""],""17"":[""A""],""18"":[""B""],""19"":[""A""],""20"":[""D""],""21"":[""D""],""22"":[""C""],""23"":[""C""],""24"":[""B""],""25"":[""C""],""26"":[""C""],""28"":[""C""],""30"":[""A""],""31"":[""D""]}",No,"{""1"":69.607,""2"":128.484,""4"":152.298,""5"":80.571,""7"":102.851,""9"":92.369,""10"":135.51,""11"":276.567,""13"":120.116,""15"":90.049,""16"":43.044,""17"":90.203,""18"":132.169,""19"":108.881,""20"":98.917,""21"":122.693,""22"":72.268,""23"":160.283,""24"":203.692,""25"":96.33,""26"":40.643,""28"":135.333,""30"":169.686,""31"":99.151}",2821.715,"[11,23,4,24,9,25,7,13,28,1,21,31,10,5,30,18,2,16,20,15,17,22,19,26,12,27,8,29,6,3,14]"
2549,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""1"":[""D""],""2"":[""D""],""4"":[""C""],""5"":[""C""],""7"":[""B""],""9"":[""D""],""10"":[""D""],""11"":[""D""],""12"":[""B""],""13"":[""B""],""15"":[""C""],""16"":[""B""],""17"":[""A""],""18"":[""B""],""19"":[""A""],""20"":[""D""],""21"":[""D""],""22"":[""C""],""23"":[""C""],""24"":[""B""],""25"":[""C""],""26"":[""C""],""28"":[""C""],""30"":[""A""],""31"":[""D""]}",No,"{""1"":69.607,""2"":128.484,""4"":152.298,""5"":80.571,""7"":102.851,""9"":92.369,""10"":135.51,""11"":276.567,""12"":74.037,""13"":120.116,""15"":90.049,""16"":43.044,""17"":90.203,""18"":132.169,""19"":108.881,""20"":98.917,""21"":122.693,""22"":72.268,""23"":160.283,""24"":203.692,""25"":96.33,""26"":40.643,""28"":135.333,""30"":169.686,""31"":99.151}",2895.752,"[11,23,4,24,9,25,7,13,28,1,21,31,10,5,30,18,2,16,20,15,17,22,19,26,12,27,8,29,6,3,14]"
2550,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""1"":[""D""],""2"":[""D""],""4"":[""C""],""5"":[""C""],""7"":[""B""],""9"":[""D""],""10"":[""D""],""11"":[""D""],""12"":[""B""],""13"":[""B""],""15"":[""C""],""16"":[""B""],""17"":[""A""],""18"":[""B""],""19"":[""A""],""20"":[""D""],""21"":[""D""],""22"":[""C""],""23"":[""C""],""24"":[""B""],""25"":[""C""],""26"":[""C""],""27"":[""D""],""28"":[""C""],""30"":[""A""],""31"":[""D""]}",No,"{""1"":69.607,""2"":128.484,""4"":152.298,""5"":80.571,""7"":102.851,""9"":92.369,""10"":135.51,""11"":276.567,""12"":74.037,""13"":120.116,""15"":90.049,""16"":43.044,""17"":90.203,""18"":132.169,""19"":108.881,""20"":98.917,""21"":122.693,""22"":72.268,""23"":160.283,""24"":203.692,""25"":96.33,""26"":40.643,""27"":122.197,""28"":135.333,""30"":169.686,""31"":99.151}",3017.949,"[11,23,4,24,9,25,7,13,28,1,21,31,10,5,30,18,2,16,20,15,17,22,19,26,12,27,8,29,6,3,14]"
2551,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""1"":[""D""],""2"":[""D""],""4"":[""C""],""5"":[""C""],""7"":[""B""],""8"":[""A""],""9"":[""D""],""10"":[""D""],""11"":[""D""],""12"":[""B""],""13"":[""B""],""15"":[""C""],""16"":[""B""],""17"":[""A""],""18"":[""B""],""19"":[""A""],""20"":[""D""],""21"":[""D""],""22"":[""C""],""23"":[""C""],""24"":[""B""],""25"":[""C""],""26"":[""C""],""27"":[""D""],""28"":[""C""],""30"":[""A""],""31"":[""D""]}",No,"{""1"":69.607,""2"":128.484,""4"":152.298,""5"":80.571,""7"":102.851,""8"":42.822,""9"":92.369,""10"":135.51,""11"":276.567,""12"":74.037,""13"":120.116,""15"":90.049,""16"":43.044,""17"":90.203,""18"":132.169,""19"":108.881,""20"":98.917,""21"":122.693,""22"":72.268,""23"":160.283,""24"":203.692,""25"":96.33,""26"":40.643,""27"":122.197,""28"":135.333,""30"":169.686,""31"":99.151}",3060.771,"[11,23,4,24,9,25,7,13,28,1,21,31,10,5,30,18,2,16,20,15,17,22,19,26,12,27,8,29,6,3,14]"
2552,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""1"":[""D""],""2"":[""D""],""4"":[""C""],""5"":[""C""],""7"":[""B""],""8"":[""A""],""9"":[""D""],""10"":[""D""],""11"":[""D""],""12"":[""B""],""13"":[""B""],""15"":[""C""],""16"":[""B""],""17"":[""A""],""18"":[""B""],""19"":[""A""],""20"":[""D""],""21"":[""D""],""22"":[""C""],""23"":[""C""],""24"":[""B""],""25"":[""C""],""26"":[""C""],""27"":[""D""],""28"":[""C""],""29"":[""C""],""30"":[""A""],""31"":[""D""]}",No,"{""1"":69.607,""2"":128.484,""4"":152.298,""5"":80.571,""7"":102.851,""8"":42.822,""9"":92.369,""10"":135.51,""11"":276.567,""12"":74.037,""13"":120.116,""15"":90.049,""16"":43.044,""17"":90.203,""18"":132.169,""19"":108.881,""20"":98.917,""21"":122.693,""22"":72.268,""23"":160.283,""24"":203.692,""25"":96.33,""26"":40.643,""27"":122.197,""28"":135.333,""29"":62.701,""30"":169.686,""31"":99.151}",3123.472,"[11,23,4,24,9,25,7,13,28,1,21,31,10,5,30,18,2,16,20,15,17,22,19,26,12,27,8,29,6,3,14]"
2553,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""1"":[""D""],""2"":[""D""],""4"":[""C""],""5"":[""C""],""6"":[""C""],""7"":[""B""],""8"":[""A""],""9"":[""D""],""10"":[""D""],""11"":[""D""],""12"":[""B""],""13"":[""B""],""15"":[""C""],""16"":[""B""],""17"":[""A""],""18"":[""B""],""19"":[""A""],""20"":[""D""],""21"":[""D""],""22"":[""C""],""23"":[""C""],""24"":[""B""],""25"":[""C""],""26"":[""C""],""27"":[""D""],""28"":[""C""],""29"":[""C""],""30"":[""A""],""31"":[""D""]}",No,"{""1"":69.607,""2"":128.484,""4"":152.298,""5"":80.571,""6"":72.91,""7"":102.851,""8"":42.822,""9"":92.369,""10"":135.51,""11"":276.567,""12"":74.037,""13"":120.116,""15"":90.049,""16"":43.044,""17"":90.203,""18"":132.169,""19"":108.881,""20"":98.917,""21"":122.693,""22"":72.268,""23"":160.283,""24"":203.692,""25"":96.33,""26"":40.643,""27"":122.197,""28"":135.333,""29"":62.701,""30"":169.686,""31"":99.151}",3196.382,"[11,23,4,24,9,25,7,13,28,1,21,31,10,5,30,18,2,16,20,15,17,22,19,26,12,27,8,29,6,3,14]"
2554,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""1"":[""D""],""2"":[""D""],""3"":[""B""],""4"":[""C""],""5"":[""C""],""6"":[""C""],""7"":[""B""],""8"":[""A""],""9"":[""D""],""10"":[""D""],""11"":[""D""],""12"":[""B""],""13"":[""B""],""15"":[""C""],""16"":[""B""],""17"":[""A""],""18"":[""B""],""19"":[""A""],""20"":[""D""],""21"":[""D""],""22"":[""C""],""23"":[""C""],""24"":[""B""],""25"":[""C""],""26"":[""C""],""27"":[""D""],""28"":[""C""],""29"":[""C""],""30"":[""A""],""31"":[""D""]}",No,"{""1"":69.607,""2"":128.484,""3"":46.431,""4"":152.298,""5"":80.571,""6"":72.91,""7"":102.851,""8"":42.822,""9"":92.369,""10"":135.51,""11"":276.567,""12"":74.037,""13"":120.116,""15"":90.049,""16"":43.044,""17"":90.203,""18"":132.169,""19"":108.881,""20"":98.917,""21"":122.693,""22"":72.268,""23"":160.283,""24"":203.692,""25"":96.33,""26"":40.643,""27"":122.197,""28"":135.333,""29"":62.701,""30"":169.686,""31"":99.151}",3242.813,"[11,23,4,24,9,25,7,13,28,1,21,31,10,5,30,18,2,16,20,15,17,22,19,26,12,27,8,29,6,3,14]"
2555,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""1"":[""D""],""2"":[""D""],""3"":[""B""],""4"":[""C""],""5"":[""C""],""6"":[""C""],""7"":[""B""],""8"":[""A""],""9"":[""D""],""10"":[""D""],""11"":[""D""],""12"":[""B""],""13"":[""B""],""14"":[""C""],""15"":[""C""],""16"":[""B""],""17"":[""A""],""18"":[""B""],""19"":[""A""],""20"":[""D""],""21"":[""D""],""22"":[""C""],""23"":[""C""],""24"":[""B""],""25"":[""C""],""26"":[""C""],""27"":[""D""],""28"":[""C""],""29"":[""C""],""30"":[""A""],""31"":[""D""]}",Yes,"{""1"":69.607,""2"":128.484,""3"":46.431,""4"":152.298,""5"":80.571,""6"":72.91,""7"":102.851,""8"":42.822,""9"":92.369,""10"":135.51,""11"":276.567,""12"":74.037,""13"":120.116,""14"":59.718,""15"":90.049,""16"":43.044,""17"":90.203,""18"":132.169,""19"":108.881,""20"":98.917,""21"":122.693,""22"":72.268,""23"":160.283,""24"":203.692,""25"":96.33,""26"":40.643,""27"":122.197,""28"":135.333,""29"":62.701,""30"":169.686,""31"":99.151}",3302.531,"[11,23,4,24,9,25,7,13,28,1,21,31,10,5,30,18,2,16,20,15,17,22,19,26,12,27,8,29,6,3,14]"
2556,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""17"":[""D""]}",No,"{""17"":179.75}",179.75,"[17,12,24,11,10,7,9,13,23,26,30,20,6,21,1,28,5,15,22,18,19,14,16,2,3,4,29,8,27,25,31]"
2557,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""12"":[""C""],""17"":[""D""]}",No,"{""12"":155.168,""17"":179.75}",334.918,"[17,12,24,11,10,7,9,13,23,26,30,20,6,21,1,28,5,15,22,18,19,14,16,2,3,4,29,8,27,25,31]"
2558,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""12"":[""C""],""17"":[""D""],""24"":[""C""]}",No,"{""12"":155.168,""17"":179.75,""24"":134.567}",469.485,"[17,12,24,11,10,7,9,13,23,26,30,20,6,21,1,28,5,15,22,18,19,14,16,2,3,4,29,8,27,25,31]"
2559,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""11"":[""B""],""12"":[""C""],""17"":[""D""],""24"":[""C""]}",No,"{""11"":131.536,""12"":155.168,""17"":179.75,""24"":134.567}",601.021,"[17,12,24,11,10,7,9,13,23,26,30,20,6,21,1,28,5,15,22,18,19,14,16,2,3,4,29,8,27,25,31]"
2560,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""10"":[""D""],""11"":[""B""],""12"":[""C""],""17"":[""D""],""24"":[""C""]}",No,"{""10"":107.484,""11"":131.536,""12"":155.168,""17"":179.75,""24"":134.567}",708.505,"[17,12,24,11,10,7,9,13,23,26,30,20,6,21,1,28,5,15,22,18,19,14,16,2,3,4,29,8,27,25,31]"
2561,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""7"":[""D""],""10"":[""D""],""11"":[""B""],""12"":[""C""],""17"":[""D""],""24"":[""C""]}",No,"{""7"":78.967,""10"":107.484,""11"":131.536,""12"":155.168,""17"":179.75,""24"":134.567}",787.472,"[17,12,24,11,10,7,9,13,23,26,30,20,6,21,1,28,5,15,22,18,19,14,16,2,3,4,29,8,27,25,31]"
2562,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""7"":[""D""],""9"":[""B""],""10"":[""D""],""11"":[""B""],""12"":[""C""],""17"":[""D""],""24"":[""C""]}",No,"{""7"":78.967,""9"":136.552,""10"":107.484,""11"":131.536,""12"":155.168,""17"":179.75,""24"":134.567}",924.024,"[17,12,24,11,10,7,9,13,23,26,30,20,6,21,1,28,5,15,22,18,19,14,16,2,3,4,29,8,27,25,31]"
2563,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""7"":[""D""],""9"":[""B""],""10"":[""D""],""11"":[""B""],""12"":[""C""],""13"":[""B""],""17"":[""D""],""24"":[""C""]}",No,"{""7"":78.967,""9"":136.552,""10"":107.484,""11"":131.536,""12"":155.168,""13"":68.116,""17"":179.75,""24"":134.567}",992.14,"[17,12,24,11,10,7,9,13,23,26,30,20,6,21,1,28,5,15,22,18,19,14,16,2,3,4,29,8,27,25,31]"
2564,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""7"":[""D""],""9"":[""B""],""10"":[""D""],""11"":[""B""],""12"":[""C""],""13"":[""B""],""17"":[""D""],""23"":[""D""],""24"":[""C""]}",No,"{""7"":78.967,""9"":136.552,""10"":107.484,""11"":131.536,""12"":155.168,""13"":68.116,""17"":179.75,""23"":50.434,""24"":134.567}",1042.574,"[17,12,24,11,10,7,9,13,23,26,30,20,6,21,1,28,5,15,22,18,19,14,16,2,3,4,29,8,27,25,31]"
2565,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""7"":[""D""],""9"":[""B""],""10"":[""D""],""11"":[""B""],""12"":[""C""],""13"":[""B""],""17"":[""D""],""23"":[""D""],""24"":[""C""],""26"":[""C""]}",No,"{""7"":78.967,""9"":136.552,""10"":107.484,""11"":131.536,""12"":155.168,""13"":68.116,""17"":179.75,""23"":50.434,""24"":134.567,""26"":121.801}",1164.375,"[17,12,24,11,10,7,9,13,23,26,30,20,6,21,1,28,5,15,22,18,19,14,16,2,3,4,29,8,27,25,31]"
2566,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""7"":[""D""],""9"":[""B""],""10"":[""D""],""11"":[""B""],""12"":[""C""],""13"":[""B""],""17"":[""D""],""23"":[""D""],""24"":[""C""],""26"":[""C""],""30"":[""A""]}",No,"{""7"":78.967,""9"":136.552,""10"":107.484,""11"":131.536,""12"":155.168,""13"":68.116,""17"":179.75,""23"":50.434,""24"":134.567,""26"":121.801,""30"":119.771}",1284.146,"[17,12,24,11,10,7,9,13,23,26,30,20,6,21,1,28,5,15,22,18,19,14,16,2,3,4,29,8,27,25,31]"
2567,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""7"":[""D""],""9"":[""B""],""10"":[""D""],""11"":[""B""],""12"":[""C""],""13"":[""B""],""17"":[""D""],""20"":[""D""],""23"":[""D""],""24"":[""C""],""26"":[""C""],""30"":[""A""]}",No,"{""7"":78.967,""9"":136.552,""10"":107.484,""11"":131.536,""12"":155.168,""13"":68.116,""17"":179.75,""20"":87.598,""23"":50.434,""24"":134.567,""26"":121.801,""30"":119.771}",1371.744,"[17,12,24,11,10,7,9,13,23,26,30,20,6,21,1,28,5,15,22,18,19,14,16,2,3,4,29,8,27,25,31]"
2568,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""19"":[""D""],""25"":[""B""]}",No,"{""25"":813.751}",813.751,"[19,25,12,1,20,4,9,7,28,3,27,8,10,6,14,15,17,31,16,23,21,5,18,26,22,30,2,11,29,24,13]"
2569,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""6"":[""C""],""7"":[""D""],""9"":[""B""],""10"":[""D""],""11"":[""B""],""12"":[""C""],""13"":[""B""],""17"":[""D""],""20"":[""D""],""23"":[""D""],""24"":[""C""],""26"":[""C""],""30"":[""A""]}",No,"{""6"":76,""7"":78.967,""9"":136.552,""10"":107.484,""11"":131.536,""12"":155.168,""13"":68.116,""17"":179.75,""20"":87.598,""23"":50.434,""24"":134.567,""26"":121.801,""30"":119.771}",1447.744,"[17,12,24,11,10,7,9,13,23,26,30,20,6,21,1,28,5,15,22,18,19,14,16,2,3,4,29,8,27,25,31]"
2570,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""6"":[""C""],""7"":[""D""],""9"":[""B""],""10"":[""D""],""11"":[""B""],""12"":[""C""],""13"":[""B""],""17"":[""D""],""20"":[""D""],""21"":[""C""],""23"":[""D""],""24"":[""C""],""26"":[""C""],""30"":[""A""]}",No,"{""6"":76,""7"":78.967,""9"":136.552,""10"":107.484,""11"":131.536,""12"":155.168,""13"":68.116,""17"":179.75,""20"":87.598,""21"":95.352,""23"":50.434,""24"":134.567,""26"":121.801,""30"":119.771}",1543.096,"[17,12,24,11,10,7,9,13,23,26,30,20,6,21,1,28,5,15,22,18,19,14,16,2,3,4,29,8,27,25,31]"
2571,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""12"":[""C""],""19"":[""D""],""25"":[""B""]}",No,"{""12"":169.818,""25"":813.751}",983.569,"[19,25,12,1,20,4,9,7,28,3,27,8,10,6,14,15,17,31,16,23,21,5,18,26,22,30,2,11,29,24,13]"
2572,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""1"":[""D""],""6"":[""C""],""7"":[""D""],""9"":[""B""],""10"":[""D""],""11"":[""B""],""12"":[""C""],""13"":[""B""],""17"":[""D""],""20"":[""D""],""21"":[""C""],""23"":[""D""],""24"":[""C""],""26"":[""C""],""30"":[""A""]}",No,"{""1"":97.501,""6"":76,""7"":78.967,""9"":136.552,""10"":107.484,""11"":131.536,""12"":155.168,""13"":68.116,""17"":179.75,""20"":87.598,""21"":95.352,""23"":50.434,""24"":134.567,""26"":121.801,""30"":119.771}",1640.597,"[17,12,24,11,10,7,9,13,23,26,30,20,6,21,1,28,5,15,22,18,19,14,16,2,3,4,29,8,27,25,31]"
2573,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""1"":[""C""],""12"":[""C""],""19"":[""D""],""25"":[""B""]}",No,"{""1"":113.608,""12"":169.818,""25"":813.751}",1097.177,"[19,25,12,1,20,4,9,7,28,3,27,8,10,6,14,15,17,31,16,23,21,5,18,26,22,30,2,11,29,24,13]"
2574,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""1"":[""D""],""6"":[""C""],""7"":[""D""],""9"":[""B""],""10"":[""D""],""11"":[""B""],""12"":[""C""],""13"":[""B""],""17"":[""D""],""20"":[""D""],""21"":[""C""],""23"":[""D""],""24"":[""C""],""26"":[""C""],""28"":[""D""],""30"":[""A""]}",No,"{""1"":97.501,""6"":76,""7"":78.967,""9"":136.552,""10"":107.484,""11"":131.536,""12"":155.168,""13"":68.116,""17"":179.75,""20"":87.598,""21"":95.352,""23"":50.434,""24"":134.567,""26"":121.801,""28"":148.201,""30"":119.771}",1788.798,"[17,12,24,11,10,7,9,13,23,26,30,20,6,21,1,28,5,15,22,18,19,14,16,2,3,4,29,8,27,25,31]"
2575,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""1"":[""C""],""12"":[""C""],""19"":[""D""],""20"":[""D""],""25"":[""B""]}",No,"{""1"":113.608,""12"":169.818,""20"":85.161,""25"":813.751}",1182.338,"[19,25,12,1,20,4,9,7,28,3,27,8,10,6,14,15,17,31,16,23,21,5,18,26,22,30,2,11,29,24,13]"
2576,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""1"":[""D""],""5"":[""C""],""6"":[""C""],""7"":[""D""],""9"":[""B""],""10"":[""D""],""11"":[""B""],""12"":[""C""],""13"":[""B""],""17"":[""D""],""20"":[""D""],""21"":[""C""],""23"":[""D""],""24"":[""C""],""26"":[""C""],""28"":[""D""],""30"":[""A""]}",No,"{""1"":97.501,""5"":138.967,""6"":76,""7"":78.967,""9"":136.552,""10"":107.484,""11"":131.536,""12"":155.168,""13"":68.116,""17"":179.75,""20"":87.598,""21"":95.352,""23"":50.434,""24"":134.567,""26"":121.801,""28"":148.201,""30"":119.771}",1927.765,"[17,12,24,11,10,7,9,13,23,26,30,20,6,21,1,28,5,15,22,18,19,14,16,2,3,4,29,8,27,25,31]"
2577,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""1"":[""C""],""4"":[""B""],""12"":[""C""],""19"":[""D""],""20"":[""D""],""25"":[""B""]}",No,"{""1"":113.608,""4"":153.287,""12"":169.818,""20"":85.161,""25"":813.751}",1335.625,"[19,25,12,1,20,4,9,7,28,3,27,8,10,6,14,15,17,31,16,23,21,5,18,26,22,30,2,11,29,24,13]"
2578,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""1"":[""D""],""5"":[""C""],""6"":[""C""],""7"":[""D""],""9"":[""B""],""10"":[""D""],""11"":[""B""],""12"":[""C""],""13"":[""B""],""15"":[""C""],""17"":[""D""],""20"":[""D""],""21"":[""C""],""23"":[""D""],""24"":[""C""],""26"":[""C""],""28"":[""D""],""30"":[""A""]}",No,"{""1"":97.501,""5"":138.967,""6"":76,""7"":78.967,""9"":136.552,""10"":107.484,""11"":131.536,""12"":155.168,""13"":68.116,""15"":96.969,""17"":179.75,""20"":87.598,""21"":95.352,""23"":50.434,""24"":134.567,""26"":121.801,""28"":148.201,""30"":119.771}",2024.734,"[17,12,24,11,10,7,9,13,23,26,30,20,6,21,1,28,5,15,22,18,19,14,16,2,3,4,29,8,27,25,31]"
2579,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""1"":[""C""],""4"":[""B""],""9"":[""D""],""12"":[""C""],""19"":[""D""],""20"":[""D""],""25"":[""B""]}",No,"{""1"":113.608,""4"":153.287,""9"":89.266,""12"":169.818,""20"":85.161,""25"":813.751}",1424.891,"[19,25,12,1,20,4,9,7,28,3,27,8,10,6,14,15,17,31,16,23,21,5,18,26,22,30,2,11,29,24,13]"
2580,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""1"":[""C""],""4"":[""B""],""7"":[""D""],""9"":[""D""],""12"":[""C""],""19"":[""D""],""20"":[""D""],""25"":[""B""]}",No,"{""1"":113.608,""4"":153.287,""7"":91.319,""9"":89.266,""12"":169.818,""20"":85.161,""25"":813.751}",1516.21,"[19,25,12,1,20,4,9,7,28,3,27,8,10,6,14,15,17,31,16,23,21,5,18,26,22,30,2,11,29,24,13]"
2581,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""1"":[""D""],""5"":[""C""],""6"":[""C""],""7"":[""D""],""9"":[""B""],""10"":[""D""],""11"":[""B""],""12"":[""C""],""13"":[""B""],""15"":[""C""],""17"":[""D""],""20"":[""D""],""21"":[""C""],""22"":[""D""],""23"":[""D""],""24"":[""C""],""26"":[""C""],""28"":[""D""],""30"":[""A""]}",No,"{""1"":97.501,""5"":138.967,""6"":76,""7"":78.967,""9"":136.552,""10"":107.484,""11"":131.536,""12"":155.168,""13"":68.116,""15"":96.969,""17"":179.75,""20"":87.598,""21"":95.352,""22"":120.801,""23"":50.434,""24"":134.567,""26"":121.801,""28"":148.201,""30"":119.771}",2145.535,"[17,12,24,11,10,7,9,13,23,26,30,20,6,21,1,28,5,15,22,18,19,14,16,2,3,4,29,8,27,25,31]"
2582,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""1"":[""C""],""4"":[""B""],""7"":[""D""],""9"":[""D""],""12"":[""C""],""19"":[""D""],""20"":[""D""],""25"":[""B""],""28"":[""C""]}",No,"{""1"":113.608,""4"":153.287,""7"":91.319,""9"":89.266,""12"":169.818,""20"":85.161,""25"":813.751,""28"":82.468}",1598.678,"[19,25,12,1,20,4,9,7,28,3,27,8,10,6,14,15,17,31,16,23,21,5,18,26,22,30,2,11,29,24,13]"
2583,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""1"":[""D""],""5"":[""C""],""6"":[""C""],""7"":[""D""],""9"":[""B""],""10"":[""D""],""11"":[""B""],""12"":[""C""],""13"":[""B""],""15"":[""C""],""17"":[""D""],""18"":[""D""],""20"":[""D""],""21"":[""C""],""22"":[""D""],""23"":[""D""],""24"":[""C""],""26"":[""C""],""28"":[""D""],""30"":[""A""]}",No,"{""1"":97.501,""5"":138.967,""6"":76,""7"":78.967,""9"":136.552,""10"":107.484,""11"":131.536,""12"":155.168,""13"":68.116,""15"":96.969,""17"":179.75,""18"":91.368,""20"":87.598,""21"":95.352,""22"":120.801,""23"":50.434,""24"":134.567,""26"":121.801,""28"":148.201,""30"":119.771}",2236.903,"[17,12,24,11,10,7,9,13,23,26,30,20,6,21,1,28,5,15,22,18,19,14,16,2,3,4,29,8,27,25,31]"
2584,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""1"":[""C""],""3"":[""D""],""4"":[""B""],""7"":[""D""],""9"":[""D""],""12"":[""C""],""19"":[""D""],""20"":[""D""],""25"":[""B""],""28"":[""C""]}",No,"{""1"":113.608,""3"":82.752,""4"":153.287,""7"":91.319,""9"":89.266,""12"":169.818,""20"":85.161,""25"":813.751,""28"":82.468}",1681.43,"[19,25,12,1,20,4,9,7,28,3,27,8,10,6,14,15,17,31,16,23,21,5,18,26,22,30,2,11,29,24,13]"
2585,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""1"":[""D""],""5"":[""C""],""6"":[""C""],""7"":[""D""],""9"":[""B""],""10"":[""D""],""11"":[""B""],""12"":[""C""],""13"":[""B""],""15"":[""C""],""17"":[""D""],""18"":[""D""],""19"":[""A""],""20"":[""D""],""21"":[""C""],""22"":[""D""],""23"":[""D""],""24"":[""C""],""26"":[""C""],""28"":[""D""],""30"":[""A""]}",No,"{""1"":97.501,""5"":138.967,""6"":76,""7"":78.967,""9"":136.552,""10"":107.484,""11"":131.536,""12"":155.168,""13"":68.116,""15"":96.969,""17"":179.75,""18"":91.368,""19"":102.901,""20"":87.598,""21"":95.352,""22"":120.801,""23"":50.434,""24"":134.567,""26"":121.801,""28"":148.201,""30"":119.771}",2339.804,"[17,12,24,11,10,7,9,13,23,26,30,20,6,21,1,28,5,15,22,18,19,14,16,2,3,4,29,8,27,25,31]"
2586,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""1"":[""C""],""3"":[""D""],""4"":[""B""],""7"":[""D""],""9"":[""D""],""12"":[""C""],""19"":[""D""],""20"":[""D""],""25"":[""B""],""27"":[""D""],""28"":[""C""]}",No,"{""1"":113.608,""3"":82.752,""4"":153.287,""7"":91.319,""9"":89.266,""12"":169.818,""20"":85.161,""25"":813.751,""27"":102.503,""28"":82.468}",1783.933,"[19,25,12,1,20,4,9,7,28,3,27,8,10,6,14,15,17,31,16,23,21,5,18,26,22,30,2,11,29,24,13]"
2587,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""1"":[""C""],""3"":[""D""],""4"":[""B""],""7"":[""D""],""8"":[""A""],""9"":[""D""],""12"":[""C""],""19"":[""D""],""20"":[""D""],""25"":[""B""],""27"":[""D""],""28"":[""C""]}",No,"{""1"":113.608,""3"":82.752,""4"":153.287,""7"":91.319,""8"":20.999,""9"":89.266,""12"":169.818,""20"":85.161,""25"":813.751,""27"":102.503,""28"":82.468}",1804.932,"[19,25,12,1,20,4,9,7,28,3,27,8,10,6,14,15,17,31,16,23,21,5,18,26,22,30,2,11,29,24,13]"
